FOVId,CellId,this_cell_index,cell_stage,edge_flag,ChannelNumberBrightfield,ChannelNumberStruct,fov_path,fov_seg_path
40,232376,12,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232378,14,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232382,18,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232383,19,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232385,21,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232386,22,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232387,23,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232389,25,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232390,26,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232391,27,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232396,32,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232399,35,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232400,36,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
40,232406,42,M0,0,3,1,fov_path/591d5ec76d972db6940a94ea8ca6e565452cbc1e9d6f0ba0335106bd8f5aafea_3500000635_100X_20170227_E08_P12.ome.tiff,fov_seg_path/ded97e6fcbd240a92e091c77cb11f36930760663d4b721f192c2657df1e17b3e_3500000635_100X_20170227_E08_P12_CellNucSegCombined.ome.tiff
47,232563,4,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232564,5,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232565,6,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232567,8,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232569,10,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232574,15,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232575,16,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232577,18,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232578,19,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232579,20,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232581,22,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232582,23,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232583,24,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232584,25,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232588,29,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232590,31,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232594,35,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232595,36,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232596,37,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
47,232598,39,M0,0,3,1,fov_path/cbdf08a2dc52ecc08b6566cc4a9cf0ab4a8b17862d64757216e10efce86d55f8_3500000635_100X_20170227_E07_P07.ome.tiff,fov_seg_path/29bced4b2f43215d07bd65966f625ad1b0c3b0b9dcfe41b6385dfd0cc7588f2e_3500000635_100X_20170227_E07_P07_CellNucSegCombined.ome.tiff
52,232694,2,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232695,3,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232696,4,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232697,5,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232698,6,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232703,11,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232705,13,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232707,15,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232708,16,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232709,17,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232710,18,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232712,20,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232713,21,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232718,26,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232720,28,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232721,29,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232722,30,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232723,31,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232725,33,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232728,36,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
52,232729,37,M0,0,3,1,fov_path/a857723d6a037d3452f3de513a02e832c0d69e0fbb84e80ed1bbbf350c664085_3500000635_100X_20170227_E08_P18.ome.tiff,fov_seg_path/ff7a2f8fe568fa2a6c40bf02411e5f2d43c5c752d30e057e40efe36afb48ba6d_3500000635_100X_20170227_E08_P18_CellNucSegCombined.ome.tiff
